PitchID,PitcherHand,PitchType,ReleaseSpeed,TrajectoryHorizontalBreak,TrajectoryVerticalBreakInduced,ReleasePositionX,ReleasePositionZ
61,R,FF,95.78858065,0.926213861,1.385753274,-2.193059206,6.233010292
294,R,SL,82.22421887,-1.023262739,-0.332047224,-2.252236605,6.140090942
349,R,FF,96.86755279,0.854691029,1.393878341,-2.139755964,6.125715733
230,R,FF,97.47585957,0.95795995,1.403153539,-2.144206047,6.150409698
175,R,FF,96.28227725,0.994261086,1.458436608,-2.023402691,6.1889081
134,R,SL,81.37367257,-0.947856188,-0.161229566,-2.165401459,6.158560753
576,R,CH,87.89229928,1.083883166,0.188537553,-2.136683941,6.075956345
228,R,CH,89.17697641,0.836608827,0.415234774,-2.110528231,6.056232452
19,R,FF,98.79374298,0.920478344,1.435314298,-2.071657419,6.123688221
328,R,FF,97.81140183,0.885285735,1.49837029,-2.123138666,6.157930374
122,R,CH,87.76144498,1.214318871,0.299944073,-2.155107021,6.045715332
341,R,FF,97.72505973,0.954375744,1.483258963,-1.921984315,6.21588707
107,R,FF,97.95136839,0.945579469,1.615882158,-1.961984754,6.113803864
185,R,CH,89.21736523,1.146235347,0.754182518,-2.186160326,6.01819849
422,R,FF,98.74558664,1.129625797,1.595888615,-2.082683325,6.17672348
581,R,FF,95.53481548,0.94161576,1.518682837,-1.993800998,6.116337299
177,R,CH,87.83082462,1.274330258,0.512462854,-2.074068069,6.070790291
