PitchID,PitcherHand,PitchType,ReleaseSpeed,TrajectoryHorizontalBreak,TrajectoryVerticalBreakInduced,ReleasePositionX,ReleasePositionZ
21,L,SL,86.03860147,0.437859774,0.267155409,3.192382336,5.936820984
451,L,FF,94.70129864,-1.018327951,1.17992866,3.012710571,6.028587341
575,L,SL,85.91142791,0.082251959,0.2892645,3.069563627,5.959802628
281,L,SL,86.38435226,-0.062898405,0.38089025,2.822336197,5.939537525
591,L,FF,94.71484418,-1.0279001,1.145320058,3.094802618,5.996248245
165,L,FF,94.82235304,-0.929873884,1.247226,2.669874668,6.279362202
121,L,SL,88.11582639,0.353116542,0.498909324,3.03717947,5.84423542
343,L,FF,95.91240353,-0.856587172,1.280543804,2.725609779,6.088719845
515,L,SL,85.32509652,0.202030584,0.39319703,3.044487476,5.754841328
25,L,SL,86.61005772,0.28693977,0.276742637,3.029457092,5.697354794
403,L,SL,87.29101003,0.157289773,0.355577856,3.26818347,5.672531128
524,L,SL,87.3707756,0.147777423,0.141455889,3.032737732,5.617890358
610,L,FF,95.70327595,-0.647103071,1.210168004,3.056225777,5.946377277
578,L,FF,94.94288881,-0.961835265,1.215600491,2.930073738,5.983470917
394,L,SL,87.35218568,0.332518786,0.289090812,3.233843803,5.792778015
34,L,FF,96.37453062,-0.947923005,1.096462488,3.125503063,5.868315697
432,L,FF,96.89167096,-0.935930014,1.100980282,3.029762983,5.895401955
