PitchID,PitcherHand,PitchType,ReleaseSpeed,TrajectoryHorizontalBreak,TrajectoryVerticalBreakInduced,ReleasePositionX,ReleasePositionZ
278,R,FF,95.82955881,0.128529727,1.339145184,-0.436012954,5.668459892
256,R,FF,96.01395334,0.266539454,1.405084014,-0.409550548,5.741928101
261,R,FF,95.90047306,0.552685738,1.500853896,-0.394623399,5.659292698
301,R,FF,94.48461487,0.411709458,1.484798312,-0.54898113,5.682226658
593,R,FF,92.30566164,0.34568879,1.499463797,-0.437322348,5.71382761
321,R,CU,79.73083699,-1.036712646,-1.002845049,-0.551065028,5.651389122
500,R,FF,94.65976311,0.170258254,1.424956799,-0.479524285,5.616623878
574,R,FC,88.92663066,-0.339924753,-0.231810123,-0.611507297,5.622745037
396,R,FC,87.32074007,-0.387580693,-0.045390673,-0.573119342,5.608247757
291,R,SI,95.39233598,1.184283614,0.77311331,-0.596380472,5.585100651
347,R,SI,94.6635549,1.211655855,0.715674639,-0.506904483,5.611174583
590,R,FF,93.57628805,0.365722328,1.099132538,-0.458345532,5.708330631
304,R,CU,79.16469487,-1.080250978,-1.046939611,-0.53830409,5.698212624
354,R,CU,80.59894496,-1.029883385,-1.106109262,-0.551912904,5.656178474
334,R,CU,81.41129557,-1.046431303,-1.312815785,-0.477880388,5.701076984
31,R,SI,94.2069403,0.552254081,0.853199244,-0.425294667,5.611327171
212,R,SL,84.18275218,-1.249352574,-0.368072271,-0.731484711,5.538130283
159,R,FC,84.98463305,-0.666680038,-0.325408041,-0.59099406,5.665613174
98,R,FC,85.60216122,-0.533940852,-0.421131998,-0.53447479,5.588111401
548,R,FF,93.48778656,0.163859576,1.394775748,-0.550705194,5.75163269
464,R,FF,93.23741206,0.484575242,1.49959445,-0.428517729,5.67525959
267,R,FC,84.46362522,-0.586547732,-0.370081306,-0.511072218,5.632648468
580,R,FC,86.93181124,-0.647287548,0.02580001,-0.481736332,5.616693497
311,R,FF,94.00505837,-0.006046848,1.241610765,-0.353027701,5.620349884
563,R,CU,80.05913637,-1.283944011,-0.979268014,-0.546144187,5.585533142
480,R,CU,78.63944134,-1.295536399,-1.066331863,-0.546009421,5.635360718
116,R,FC,83.36491531,-0.409627318,-0.541552722,-0.574917436,5.716207981
191,R,SL,83.7751267,-1.562387347,-0.625310779,-0.630337715,5.664024353
104,R,SL,84.60068588,-1.507553101,-0.573518872,-0.628464222,5.525940418
490,R,SL,84.2381576,-1.383744359,-0.791266322,-0.743656516,5.570388794
190,R,CU,81.359081,-1.037708759,-1.050452113,-0.517465234,5.700911999
331,R,CU,80.62447945,-0.985653996,-1.094643593,-0.55037874,5.652404308
302,R,CU,81.18714691,-0.939351857,-1.2917943,-0.40371713,5.660518169
181,R,FF,94.5915788,0.159655571,1.169912338,-0.409834117,5.564263344
39,R,SI,93.78690395,0.994228661,0.897345245,-0.43845132,5.603910923
404,R,CU,81.48205412,-0.872984052,-1.345298171,-0.360365331,5.664943695
32,R,CU,80.79177855,-0.850481153,-1.325671315,-0.45305723,5.587828159
112,R,SI,95.7440322,1.197759748,0.906309187,-0.292969137,5.598926067
47,R,SI,93.84144404,1.440539479,0.774344921,-0.35973984,5.568949223
217,R,FF,94.5368043,0.334278971,1.544366837,-0.538454056,5.49705267
529,R,FC,87.53670415,-0.382071614,-0.316761613,-0.560459197,5.72145462
535,R,SL,83.36102834,-1.42403698,-0.327881455,-0.70142895,5.580785751
24,R,SL,84.59308982,-1.374084234,-0.404747397,-0.728379071,5.528013229
58,R,SL,81.93750134,-1.164926529,-0.768380284,-0.536840796,5.70612812
465,R,SL,81.26782353,-1.324061275,-0.42646265,-0.592260122,5.591594219
551,R,SI,93.898234,0.992254853,0.876960337,-0.439241439,5.604419231
519,R,SI,92.91154592,0.914758146,0.717314482,-0.471444279,5.640915871
312,R,CU,84.0710982,-1.281729698,-0.9681108,-0.475999385,5.551284313
526,R,FF,93.77812788,0.372866958,1.32281065,-0.387544841,5.581495762
608,R,FF,93.62333446,0.283745736,1.364771962,-0.364893556,5.562409878
303,R,FF,94.56470345,0.332587153,1.370716453,-0.415567309,5.531573772
202,R,SI,94.47842214,0.943673372,0.652604878,-0.395453364,5.518331051
539,R,SI,95.80844573,1.119959235,0.688624263,-0.215767503,5.578789711
245,R,SI,96.39681804,0.991287649,0.670124173,-0.346759558,5.564776897
123,R,SI,94.98812564,0.971821368,0.632089615,-0.407200962,5.523626328
16,R,SL,83.51847953,-1.205654263,-0.650002837,-0.474742711,5.51751709
6,R,FF,94.97595372,0.061460108,1.147848725,-0.426543951,5.564241409
408,R,SI,94.78944282,0.908355892,1.033423185,-0.499782801,5.677862167
498,R,nan,nan,nan,nan,nan,nan
264,R,CU,81.70731223,-1.118921041,-1.190624356,-0.610111654,5.583046913
378,R,nan,nan,nan,nan,nan,nan
226,R,FF,94.29173393,0.295334637,1.207386613,-0.443970352,5.601206779
269,R,SI,91.93710936,1.036748052,0.64997834,-0.521078229,5.605699062
617,R,SI,92.84119084,1.155603051,0.602062285,-0.482025921,5.505737782
310,R,SI,91.7222991,1.145065546,0.696207285,-0.589389026,5.55546236
94,R,SI,95.91634009,1.206567526,0.662095606,-0.600432634,5.602969646
