PitchID,PitcherHand,PitchType,ReleaseSpeed,TrajectoryHorizontalBreak,TrajectoryVerticalBreakInduced,ReleasePositionX,ReleasePositionZ
566,R,FF,94.989034,0.669257998,1.055710196,-3.356180429,5.548470497
136,R,CH,82.27594201,0.904570282,0.160296276,-3.431781769,5.448113441
377,R,SL,88.78096608,-0.249323204,0.277268738,-3.550278187,5.353386402
2,R,FF,94.21258889,0.588438094,1.139654636,-3.43773222,5.457740784
167,R,CU,77.33866991,-0.838888109,-0.671964824,-3.417414188,5.676280022
537,R,FF,93.36966761,0.733427048,0.91471529,-3.412837505,5.519075871
368,R,CH,85.71574442,0.994760215,0.302329123,-3.440880299,5.405409336
460,R,FC,88.84487787,0.192661807,0.643621981,-3.299743176,5.589012146
620,R,SL,85.60542596,-0.270793587,0.382408649,-3.475204706,5.495224953
522,R,FF,95.93196756,0.709442139,1.068538666,-3.273630381,5.68469429
587,R,CH,85.5800192,1.0004251,-0.060200948,-3.429056883,5.451144218
604,R,FF,97.83980243,0.736760259,0.958379328,-3.287389755,5.513305664
14,R,CU,79.10753385,-0.910641253,-0.347177178,-3.393731117,5.419819832
458,R,CH,86.7775476,0.926277757,0.302564174,-3.394652605,5.332240582
48,R,SL,85.79325196,-0.139188007,0.579081714,-3.376099586,5.786654949
307,R,FF,94.38628183,0.961912453,1.218272567,-3.268631458,5.645058155
27,R,CU,76.6471113,-1.039843559,-0.850897729,-3.207471848,5.635753155
541,R,CH,86.80707196,0.992337525,0.319508046,-3.433196545,5.442818165
317,R,FC,90.98791639,0.147441134,0.720878541,-3.433451653,5.401219845
493,R,FF,94.04781803,0.953643203,1.077063203,-3.281760693,5.647891045
246,R,FF,94.02239195,0.757260799,1.003641963,-3.393031359,5.493333817
192,R,FC,92.92835012,-0.141308665,0.556922436,-3.385442734,5.419071198
469,R,CU,77.83001508,-1.107578754,-0.707853794,-3.383486271,5.528858185
423,R,FF,95.4185319,0.726698995,1.025106668,-3.421327591,5.39107275
172,R,CU,75.33300296,-1.130231619,-0.620937109,-3.287252903,5.635909081
435,R,FF,93.9622447,0.581891239,1.19564414,-3.268299818,5.52210331
80,R,nan,nan,nan,nan,nan,nan
7,R,CU,75.28021846,-0.975790322,-0.638742328,-3.264130116,5.646798611
523,R,FF,94.71476003,0.66879046,0.962799847,-3.303841114,5.580756187
385,R,CH,86.0511264,1.093377233,0.366537422,-3.393923521,5.408694744
516,R,FC,90.51882019,0.214471921,0.704964399,-3.349190712,5.453421593
201,R,nan,nan,nan,nan,nan,nan
305,R,CU,77.17369344,-0.940808117,-0.629004955,-3.223808765,5.633269787
64,R,CH,85.57551437,1.190603018,0.32510367,-3.258348703,5.572906494
221,R,CH,85.60373746,1.120589972,0.025828402,-3.372224808,5.458799839
556,R,FC,92.87590254,0.783258021,1.184653878,-3.286699772,5.749620438
401,R,CU,73.47314568,-0.8555457,-0.704132378,-3.329026699,5.644935131
130,R,SL,88.15963862,-0.234861791,0.563934863,-3.295695543,5.623458862
594,R,CH,84.98691208,1.016101241,0.244414404,-3.355006933,5.511569977
452,R,FC,93.45301537,0.082811639,0.550519943,-3.590869427,5.273742676
437,R,CU,76.65027311,-1.00417304,-0.766487658,-3.269558668,5.690750122
562,R,FF,96.50520644,0.606093049,1.105474234,-3.382275581,5.444660187
200,R,FC,88.79754243,-0.168064311,0.528300583,-3.497918129,5.257162094
416,R,FF,95.37200677,0.672764659,1.192809105,-3.42397213,5.593379498
309,R,CU,75.41668979,-1.281461716,-0.629269123,-3.26754427,5.561290264
203,R,FF,94.98900633,0.785111785,1.136278987,-3.402652264,5.446628571
72,R,CH,85.09484092,1.065156221,0.406557262,-3.420259476,5.331402302
542,R,FC,92.10978039,-0.139836669,0.707636297,-3.488038778,5.314136028
340,R,SL,84.17435954,-0.305436105,0.32729724,-3.499534369,5.373589039
284,R,FF,94.51413104,0.788313627,1.046715856,-3.392935753,5.470205307
357,R,CH,85.93344593,0.907478929,0.045299068,-3.391499996,5.517118931
70,R,CH,85.95626345,1.254780054,0.173636168,-3.371707201,5.476535797
237,R,FF,95.43974674,0.774143159,1.182137847,-3.297982693,5.61226368
178,R,FF,95.60479027,0.771792471,1.167265058,-3.349731445,5.554005623
597,R,SL,88.64136745,-0.305440754,0.478729755,-3.42769742,5.582765102
520,R,FF,96.79451649,0.710395932,1.126206398,-3.459944963,5.31782198
241,R,CH,86.06021124,0.951974928,0.090978205,-3.391532183,5.402625561
379,R,FF,94.33405975,0.76551789,1.004672647,-3.304049492,5.382420063
599,R,SL,87.69621761,-0.207882553,0.384243339,-3.463702917,5.424497128
485,R,FF,96.66066797,0.708967566,1.018958926,-3.390538216,5.498904705
204,R,FF,96.39820845,0.572816789,1.073245883,-3.28527689,5.491576195
