PitchId,GamePk,PitcherHand,PitchCall,PitchType,BatterId,PitcherId,BatterSide,Inning,IsTop,Balls,Strikes,Outs,PostBalls,PostStrikes,PostOuts,PitchNumber,AtBatNumber,AwayTeamID,VenueID,HomeTeamID,StrikeZoneTop,StrikeZoneBottom,ReleaseExtension,ReleaseAngle,ReleaseSpinAxis,ReleasePositionX,ReleasePositionY,ReleasePositionZ,ReleaseSpeed,ReleaseDirection,ReleaseSpinRate,TrajectoryHorizontalBreak,TrajectoryVerticalBreakInduced,TrajectoryZoneSpeed,TrajectoryVerticalApproachAngle,TrajectoryPfxHorz,TrajectoryPfxVert,TrajectoryEffectiveVelocity,TrajectoryHorizontalApproachAngle,TrajectoryVerticalBreak,TrajectoryLocationX,TrajectoryLocationY,TrajectoryLocationZ,SpinVectorX,SpinVectorY,SpinVectorZ,SpinFitError,TrajectoryZoneTime,TrajectoryPolynomialX0,TrajectoryPolynomialX1,TrajectoryPolynomialX2,TrajectoryPolynomialY0,TrajectoryPolynomialY1,TrajectoryPolynomialY2,TrajectoryPolynomialZ0,TrajectoryPolynomialZ1,TrajectoryPolynomialZ2,TrajectoryX0,TrajectoryX1,TrajectoryX2,TrajectoryV0,TrajectoryV1,TrajectoryV2,TrajectoryA0,TrajectoryA1,TrajectoryA2
347,2,R,field_out,SI,21,7,R,1,1,2,1,2,2,1,3,4,3,1,2,1,3.470000029,1.590000033,6.419671535,-0.862634242,198.9898071,-0.506904483,54.0803299,5.611174583,94.6635549,-1.239127994,2327.111328,1.211655855,0.715674639,85.32294464,-5.210526466,-0.690821648,0.411023974,93.20135498,1.513405323,-1.920817733,-0.579428077,1.416666627,2.897402525,-1440.936279,-1758.768188,-495.8676453,0.179086849,0.404832512,-0.508085728,2.938943863,-7.694961548,54.13499451,-135.8720245,13.94711018,5.611999989,-2.04629612,-11.50892162,-0.425606161,50.00387192,5.538881779,2.469109535,-135.0204468,-2.749000788,-15.3899231,27.89422035,-23.01784325
371,2,R,ball,FF,31,1,R,1,0,0,0,0,1,0,0,1,4,1,2,1,3.380000114,1.529999971,6.01939106,-1.238790631,224.0499725,-3.223663807,54.48060989,5.998868942,96.18132396,-2.58379817,2253.499023,0.803663969,1.333381653,85.8085022,-4.113393307,-0.494802892,0.756887197,93.10126495,-0.761797786,-1.270619631,-1.63268733,1.416666627,3.580807209,-1577.526001,-510.6955872,-1526.060303,0.148514688,0.402330279,-3.208009243,6.162031174,-5.58381319,54.13441467,-136.5505371,13.7120657,5.991425514,-2.955821037,-7.54558897,-3.026134968,50.00273514,5.894765854,5.822868824,-135.7176666,-3.41414237,-11.16762638,27.42413139,-15.09117794
370,2,R,ball,FF,31,1,R,1,0,1,0,0,2,0,0,2,4,1,2,1,3.390000105,1.590000033,5.931322575,-1.675259471,220.3062897,-3.086059093,54.56867981,5.924386978,95.7096403,-5.02094698,2358.473389,0.708851993,1.204452991,87.26622772,-4.688799858,-0.485110521,0.694368601,93.95683289,-3.426901102,-1.344092846,0.874843359,1.416666627,3.02580905,-1632.698486,-989.2633667,-1384.936768,0.129183888,0.398023188,-3.047870874,12.08596325,-5.603873253,54.1345253,-137.5639191,12.85114002,5.911724567,-4.038847923,-8.069313049,-2.689160585,50.00549316,5.782844067,11.74816036,-136.7892609,-4.525268555,-11.20774651,25.70228004,-16.1386261
342,2,R,ball,FF,31,1,R,1,0,2,0,0,3,0,0,3,4,1,2,1,3.289999962,1.460000038,6.113983154,-3.528800964,224.792923,-3.218782425,54.38602066,5.762337208,95.88296606,-5.146588326,2390.190186,0.935727,1.318690062,86.6366272,-6.345369339,-0.621061146,0.804062605,93.68402863,-3.034641027,-1.261811733,0.616337299,1.416666627,1.234003186,-1646.958618,-571.8343506,-1635.096802,0.143812358,0.400510788,-3.196083784,12.35212231,-7.074028969,54.13422012,-137.14328,13.77237701,5.746772766,-8.491474152,-6.931303501,-2.829501629,50.00505447,5.484008789,11.9243269,-136.3104095,-8.910638809,-14.14805794,27.54475403,-13.862607
5,2,R,called_strike,FF,31,1,R,1,0,3,0,0,3,1,0,4,4,1,2,1,3.25,1.440000057,6.03869915,-1.65767014,221.7762909,-3.3201015,54.46130371,5.716268539,94.48936046,-4.588565826,2468.132568,0.746779799,1.41055429,85.69359589,-4.351904392,-0.513813496,0.813866019,93.15631866,-2.896312475,-1.19211638,0.190533191,1.416666627,2.988996744,-1657.742065,-1072.535034,-1480.958374,0.125094444,0.402227491,-3.293706179,10.99239922,-5.792838573,54.13274765,-136.9645844,14.67241764,5.706771851,-3.976483345,-6.912328243,-2.966486931,50.00299454,5.580158234,10.6416769,-136.0762634,-4.394983768,-11.58567715,29.34483528,-13.82465649
444,2,R,field_out,FF,31,1,R,1,0,3,1,0,3,1,1,5,4,1,2,1,3.369999886,1.529999971,6.017137527,-1.691576838,220.291748,-3.205235243,54.48286438,5.842216492,95.09744946,-3.913300753,2371.886475,0.881990969,1.268882513,86.79501343,-4.569682121,-0.569527686,0.734523714,94.22142792,-1.914041042,-1.273329735,-0.457077384,1.416666627,3.00173378,-1669.231689,-914.7260132,-1415.198486,0.110682786,0.397528291,-3.181302786,9.467530251,-6.577193737,54.13352966,-138.4012604,14.56195545,5.831926823,-4.096841335,-7.603570938,-2.903650045,50.00147247,5.70240593,9.073415756,-137.5286865,-4.552458286,-13.15438747,29.1239109,-15.20714188
213,2,R,foul,FF,25,1,L,1,0,0,0,1,0,1,1,1,5,1,2,1,3.289999962,1.49000001,6.076531887,-2.025895357,224.2278595,-3.317728996,54.42346954,5.734277725,95.3801604,-5.475993156,2427.051514,0.811280429,1.374396801,86.53408813,-4.717719555,-0.561175287,0.800612152,93.74872589,-3.646589041,-1.198944449,0.952764511,1.416666627,2.660223722,-1595.096191,-967.1880493,-1552.67334,0.149388865,0.399954706,-3.289855957,13.17070866,-6.408117771,54.13295746,-137.3863983,13.9466114,5.723987103,-4.882089138,-6.946254253,-2.898584127,50.00343323,5.570477962,12.78397751,-136.5447083,-5.301297665,-12.81623554,27.89322281,-13.89250851
607,2,R,called_strike,CU,25,1,L,1,0,0,1,1,0,2,1,2,5,1,2,1,3.160000086,1.460000038,5.966190815,1.630817175,60.12578964,-3.263280869,54.53380966,5.95746994,76.55194568,-1.106727719,2721.341553,-1.278392315,-0.945817053,69.59003448,-9.588707924,0.675066113,-0.559864163,74.91253662,-4.021353722,-4.960299492,-0.958786249,1.416666627,2.509763956,1156.642212,-1418.963379,2013.559326,0.225196972,0.499547631,-3.255609512,2.137957573,4.924152374,54.13323975,-110.6692429,10.287076,5.969136715,3.151431799,-20.17113495,-3.168636799,50.00310135,6.058867931,2.507054567,-109.8981628,1.639474988,9.848304749,20.57415199,-40.3422699
46,2,R,foul,FF,25,1,L,1,0,0,2,1,0,2,1,3,5,1,2,1,3.289999962,1.49000001,5.977709293,-0.968048215,226.0270996,-3.317455769,54.52229309,5.659397125,97.23732555,-4.122376919,2462.956055,0.905997276,1.309093475,86.50054932,-3.769073009,-0.592476964,0.741810203,94.13681793,-2.064633608,-1.234210253,-0.395943344,1.416666627,3.527902126,-1619.484497,-791.000061,-1678.613037,0.158689901,0.397613615,-3.289444208,9.993592262,-6.831819534,54.13426208,-138.658432,15.27580643,5.652884483,-2.349021673,-7.533238411,-2.996743441,50.00202942,5.575913906,9.58484745,-137.7444763,-2.799731255,-13.66363907,30.55161285,-15.06647682
491,2,R,field_out,FC,25,1,L,1,0,0,2,1,0,2,2,4,5,1,2,1,3.289999962,1.49000001,5.950638771,-1.167226434,200.7674561,-3.281049252,54.54936218,5.714941025,90.98249249,-3.773215294,2216.630371,-0.307921976,0.978268802,82.34358978,-5.371666908,0.08463791,0.563402653,89.00193024,-4.469857693,-1.864091873,0.531054199,1.416666627,2.768347025,-559.4588623,-2134.349121,-212.154953,0.155695826,0.420340985,-3.253664732,8.636989594,0.872947991,54.13386917,-130.9619141,13.18880939,5.706562996,-2.674114466,-10.26776695,-2.979429483,50.00213623,5.611641884,8.692276001,-130.1266174,-3.324401379,1.745895982,26.37761879,-20.53553391
470,2,R,foul,FF,15,1,R,1,0,0,0,2,0,1,2,1,6,1,2,1,3.549999952,1.629999995,6.121428013,-1.839073062,220.008728,-3.266873837,54.37857437,5.576042652,97.69268243,-3.804049969,2459.865723,1.002751827,1.193280697,88.49620056,-4.709728718,-0.622760773,0.690307438,95.77520752,-1.541300297,-1.276330352,-0.74807936,1.416666627,2.59915185,-1725.179688,-988.8667603,-1448.045898,0.1445463,0.391810805,-3.250578642,9.294664383,-7.421068192,54.13380051,-139.7884674,13.37291718,5.568191051,-4.498365879,-7.859332085,-2.981515884,50.00082779,5.42790556,8.854506493,-138.995285,-4.96451807,-14.84213638,26.74583435,-15.71866417
412,2,R,swinging_strike,SL,15,1,R,1,0,0,1,2,0,2,2,2,6,1,2,1,3.549999952,1.629999995,6.045986652,-1.587158799,169.0077667,-3.218639135,54.45401382,5.706684113,88.96505476,-3.296934128,2142.583008,-0.266297787,0.368811339,80.27127075,-7.596659184,0.084738895,0.231917754,85.9081955,-3.895438671,-2.692186832,0.103015646,1.416666627,1.544955611,-455.1384277,-2091.816162,88.40592957,0.122857198,0.43620804,-3.200196266,7.217161655,0.814746797,54.13370132,-125.2850037,10.15215397,5.697886467,-3.477181196,-13.85427475,-2.96077919,50.00412369,5.56783247,7.271070004,-124.6132736,-4.393865585,1.629493594,20.30430794,-27.7085495
325,2,R,ball,FF,15,1,R,1,0,0,2,2,1,2,2,3,6,1,2,1,3.549999952,1.620000005,6.267384052,-2.066200256,247.9594574,-3.313622713,54.23261642,5.56275177,85.91422167,-5.589001179,1452.869507,1.304060936,0.361139804,78.55945587,-8.369995117,-0.824037671,0.243286386,84.6014328,-2.654080629,-2.820816994,0.550733745,1.416666627,0.836452007,-538.4126587,-228.6616974,-1329.908081,0.166309968,0.444743156,-3.303994179,12.05607319,-7.619591713,54.1342659,-123.2008743,10.48925114,5.559195518,-4.466027737,-13.83497047,-2.906934977,50.00043488,5.393248081,11.54322147,-122.494873,-5.397219181,-15.23918343,20.97850227,-27.66994095
229,2,R,ball,SL,15,1,R,1,0,1,2,2,2,2,2,4,6,1,2,1,3.50999999,1.590000033,6.199324608,-2.107544184,195.1022339,-3.235291243,54.30067825,5.672793865,88.05692954,-4.713530064,2244.242676,-0.364535153,0.724618733,79.5657196,-7.363854885,0.091120429,0.449607581,86.04582214,-5.53701067,-2.343967199,1.489723444,1.416666627,1.382662416,-411.1554565,-2203.466797,-110.9554214,0.151648313,0.436748356,-3.221616745,10.40762329,0.869350016,54.13478851,-126.2253571,12.62929058,5.666689873,-4.660879135,-11.78718853,-2.878787994,50.00191498,5.500860214,10.4647665,-125.3952255,-5.435657501,1.738700032,25.25858116,-23.57437706
83,2,R,ball,SL,15,1,R,1,0,2,2,2,3,2,2,5,6,1,2,1,3.529999971,1.659999967,6.150091171,-2.666744232,137.4853821,-3.2318151,54.34991074,5.643212318,88.09793729,-5.132033825,2293.722168,-0.152984008,0.507710993,80.36650848,-8.301214218,-0.029201204,0.342582077,86.45857239,-5.476792812,-2.526072741,1.675218225,1.416666627,0.651632965,-326.7389221,-2250.482178,299.5543823,0.161980242,0.4342646,-3.212398052,11.37784004,-0.283038825,54.13368607,-126.686203,12.18488312,5.63313961,-5.924426556,-12.77263927,-2.840645313,50.00407791,5.425753117,11.3593111,-125.8885269,-6.760584354,-0.56607765,24.36976624,-25.54527855
234,2,R,strikeout,CU,15,1,R,1,0,3,2,2,3,3,3,6,6,1,2,1,3.549999952,1.629999995,6.216861725,0.500814199,56.23670578,-3.256956577,54.28314209,5.720247746,78.02103216,-2.970172644,2600.989502,-1.08989656,-0.712520003,71.77011108,-9.651123047,0.525079966,-0.404786199,77.4732132,-5.447803497,-4.500234604,0.57594651,1.416666627,1.68215704,1104.830811,-1677.256836,1652.665894,0.233727276,0.485233456,-3.249264956,5.914396286,4.057516575,54.13474655,-113.9887695,11.00979137,5.721579075,0.997725129,-19.21224403,-3.028604746,50.00014496,5.732440948,6.209793568,-113.1872253,-0.400974721,8.11503315,22.01958275,-38.42448807
590,2,R,called_strike,FF,13,7,L,2,1,0,0,0,0,1,0,1,7,1,2,1,3.00999999,1.409999967,6.487132072,-1.863693476,200.4805298,-0.458345532,54.01287079,5.708330631,93.57628805,-2.050067425,2386.885498,0.365722328,1.099132538,84.55480194,-5.456717014,-0.244439676,0.642456234,92.38816833,-1.220274806,-1.590561271,1.058662653,1.416666627,2.40633893,-1661.885986,-1596.895752,-620.710083,0.261430144,0.408896655,-0.462706923,4.812292099,-2.669676304,54.13476181,-134.4376984,13.46817589,5.712307453,-4.377278328,-9.067857742,-0.316788495,50.00017548,5.568638325,4.647565842,-133.6066742,-4.936789513,-5.339352608,26.93635178,-18.13571548
304,2,R,ball,CU,13,7,L,2,1,0,1,0,1,1,0,2,7,1,2,1,2.890000105,1.409999967,6.42256403,-0.062415008,31.17205429,-0.53830409,54.07743835,5.698212624,79.16469487,1.272695422,2811.266602,-1.080250978,-1.046939611,72.69264984,-10.73384666,0.627844393,-0.574610293,79.05948639,-1.203570485,-4.711284637,-0.627987564,1.416666627,0.929566979,2048.75,-1472.999512,1239.401611,0.245632216,0.477265805,-0.537033498,-2.581396341,5.00941658,54.1346817,-116.1933899,12.01243496,5.698280334,-0.126606256,-20.67009163,-0.62280494,50.00188446,5.667416573,-2.223560333,-115.3353119,-1.603126645,10.01883316,24.02486992,-41.34018326
354,2,R,swinging_strike,CU,13,7,L,2,1,1,1,0,1,2,0,3,7,1,2,1,3.369999886,1.529999971,6.347978592,1.341871619,29.13312149,-0.551912904,54.15202332,5.656178474,80.59894496,-0.182788849,2822.859619,-1.029883385,-1.106109262,72.78250885,-9.422884941,0.561846673,-0.643651068,79.31907654,-2.542534351,-4.736509323,0.646213889,1.416666627,2.154984474,2056.987549,-1556.586548,1146.462524,0.212614655,0.475050062,-0.551852405,0.372424483,4.52490139,54.13302231,-116.7373123,12.13959885,5.65662384,2.734510899,-21.27272034,-0.532928824,50.00414658,5.726890087,0.694016397,-115.874527,1.222624898,9.04980278,24.27919769,-42.54544067
334,2,R,strikeout,CU,13,7,L,2,1,1,2,0,1,3,1,4,7,1,2,1,3.369999886,1.529999971,6.337781429,0.156776637,25.12142181,-0.477880388,54.16222,5.701076984,81.41129557,0.751652181,2828.575439,-1.046431303,-1.312815785,73.77591705,-10.87480831,0.596613646,-0.727616847,80.18511963,-1.650660515,-4.86392498,-0.123467311,1.416666627,0.9814834,2196.102051,-1455.207764,1029.730713,0.247171491,0.469833702,-0.478262991,-1.550605297,4.90760231,54.13307953,-118.190361,12.7418642,5.701158047,0.323429227,-22.06917953,-0.526642978,50.00029755,5.685320854,-1.206066728,-117.2958145,-1.225939274,9.81520462,25.48372841,-44.13835907
31,2,R,called_strike,SI,4,7,R,2,1,0,0,1,0,1,1,1,8,1,2,1,3.480000019,1.620000005,6.51913023,-1.778212905,203.2490082,-0.425294667,53.98087311,5.611327171,94.2069403,-1.218377471,2286.367432,0.552254081,0.853199244,85.39400482,-5.8146348,-0.328550249,0.505585372,93.30831146,0.035215691,-1.786732912,0.140376717,1.416666627,2.192733526,-1527.413818,-1569.677734,-656.1973267,0.167744085,0.405096531,-0.428550422,2.885430098,-3.655934811,54.13415527,-135.670639,13.66430569,5.616100788,-4.212934017,-10.46123695,-0.343812644,50.00217056,5.477632523,2.661934853,-134.8353119,-4.852452755,-7.311869621,27.32861137,-20.92247391
212,2,R,field_out,SL,4,7,R,2,1,0,1,1,0,1,2,2,8,1,2,1,3.319999933,1.50999999,6.423877716,0.011836274,41.52722931,-0.731484711,54.0761261,5.538130283,84.18275218,-0.271859914,2656.753662,-1.249352574,-0.368072271,75.48677826,-8.498919487,0.679275692,-0.202242762,82.12350464,-3.118626595,-3.764188766,0.767731309,1.416666627,1.784824133,1367.286255,-1929.444092,1210.831665,0.216951922,0.45946604,-0.731760383,0.570040524,5.862266064,54.13393402,-120.1378708,11.7550211,5.538122177,0.024818595,-17.83297157,-0.705116391,50.00317001,5.517752647,0.974848449,-119.3261566,-1.206604123,11.72453213,23.51004219,-35.66594315
159,2,R,ball,FC,26,7,R,2,1,0,0,2,1,0,2,1,9,1,2,1,3.470000029,1.50999999,6.519969463,1.965052128,63.59464264,-0.59099406,53.98003387,5.665613174,84.98463305,-0.315866888,2700.045898,-0.666680038,-0.325408041,76.4245224,-6.253855228,0.3583166,-0.219462723,83.31928253,-1.827325106,-3.636443377,0.365457863,1.416666627,3.832631588,650.7678833,-2269.125488,1310.655884,0.105819173,0.453674167,-0.591851115,0.667285144,3.180342913,54.13453293,-121.0390625,10.66145802,5.660340786,4.152923584,-18.03410149,-0.565265834,50.0014534,5.781423569,0.885215402,-120.3085022,2.917151928,6.360685825,21.32291603,-36.06820297
98,2,R,field_out,FC,26,7,R,2,1,1,0,2,1,0,3,2,9,1,2,1,3.410000086,1.559999943,6.367143631,0.283014476,58.31518936,-0.53447479,54.13285828,5.588111401,85.60216122,0.118609011,2700.795654,-0.533940852,-0.421131998,77.07519531,-8.060019493,0.294526398,-0.235945687,83.41703033,-1.091218352,-3.705982924,-0.109665275,1.416666627,2.142529964,779.9394531,-2255.961182,1263.578735,0.123502061,0.45187673,-0.534472466,-0.251365274,2.636693954,54.13398743,-121.4254227,10.53269005,5.588106155,0.599791229,-18.20148277,-0.539978027,50.00562668,5.587393761,-0.071296886,-120.7061081,-0.643247187,5.273387909,21.0653801,-36.40296555
253,2,R,called_strike,FF,5,1,L,2,0,0,0,0,0,1,0,1,10,1,2,1,3.329999924,1.5,5.970777512,-3.124252081,218.7295685,-3.136843681,54.5292244,5.948509693,95.07111801,-3.554486513,2446.714111,0.900281787,1.443293571,85.95262146,-5.736883163,-0.570073187,0.861635625,93.01068878,-1.51394546,-1.161136746,-0.737858355,1.416666627,1.888354897,-1815.692627,-754.4541626,-1456.18335,0.160844192,0.40236342,-3.112209797,8.488072395,-6.42966032,54.13340378,-136.6460876,13.98937798,5.926922798,-7.472873211,-6.372949123,-2.860924244,50.00587082,5.694643974,8.097878456,-135.7971191,-7.85962534,-12.85932064,27.97875595,-12.74589825
124,2,R,ball,FF,5,1,L,2,0,0,1,0,1,1,0,2,10,1,2,1,3.230000019,1.379999995,6.052759171,-0.127924994,225.5054321,-3.316453695,54.44724274,5.72274971,95.17500391,-4.690538406,2382.910156,0.974312901,1.342291832,86.04670715,-2.930545807,-0.638046741,0.738696158,93.63566589,-2.484181881,-1.235275149,0.06023946,1.416666627,4.369112968,-1561.858398,-843.7058105,-1589.660156,0.124838158,0.400282979,-3.290794849,11.28044987,-7.266826153,54.13489914,-137.484787,14.44807243,5.722089767,-0.307996005,-7.67470789,-2.957294941,50.00286484,5.705827236,10.84195518,-136.6129608,-0.771102846,-14.53365231,28.89614487,-15.34941578
128,2,R,called_strike,FF,5,1,L,2,0,1,1,0,1,2,0,3,10,1,2,1,3.329999924,1.549999952,5.990053177,-3.352828741,222.2121582,-3.217387915,54.50994873,5.812950134,95.05801565,-4.28824091,2447.738525,0.920148432,1.448146582,86.81694794,-5.822595596,-0.600850403,0.874235034,94.08164215,-2.201738119,-1.099275589,-0.156400561,1.416666627,1.603245974,-1740.2052,-686.4025879,-1578.594849,0.154137388,0.39793542,-3.189210892,10.37613487,-6.92265892,54.13474655,-138.378006,14.82293415,5.790957451,-8.12960434,-6.016030312,-2.884655237,50.00362015,5.542079449,9.961102486,-137.4893341,-8.490282059,-13.84531784,29.6458683,-12.03206062
